AutoCtr,Order,OtherOrders,CommonAncestor
7417,Gobiesociformes,Ovalentaria/misc,88
7418,Gobiesociformes,Blenniiformes,67
7419,Gobiesociformes,Cichliformes,93
7420,Gobiesociformes,Beloniformes,93
7421,Gobiesociformes,Atheriniformes,93
7422,Gobiesociformes,Cyprinodontiformes,93
7423,Gobiesociformes,Perciformes/Percoidei,103
7424,Gobiesociformes,Perciformes/Zoarcoidei,103
7425,Gobiesociformes,Perciformes/Bembropoidei,103
7426,Gobiesociformes,Perciformes/Percophoidei,103
7427,Gobiesociformes,Perciformes/Notothenioidei,103
7428,Gobiesociformes,Perciformes/Uranoscopoidei,103
7429,Gobiesociformes,Perciformes/Serranoidei,103
7430,Gobiesociformes,Perciformes/Scorpaenoidei,103
7431,Gobiesociformes,Perciformes/Gasterosteoidei,103
7432,Gobiesociformes,Perciformes/Cottoidei,103
7433,Gobiesociformes,Acropomatiformes,103
7434,Gobiesociformes,Centrarchiformes,103
7435,Gobiesociformes,Eupercaria/misc,103
7436,Gobiesociformes,Acanthuriformes,103
7437,Gobiesociformes,Lophiiformes,103
7438,Gobiesociformes,Tetraodontiformes,103
7439,Gobiesociformes,Coelacanthiformes,439
7440,Gobiesociformes,Ceratodontiformes,439
7441,Blenniiformes,Myxiniformes,500
7442,Blenniiformes,Petromyzontiformes,500
7443,Blenniiformes,Heterodontiformes,457
7444,Blenniiformes,Orectolobiformes,457
7445,Blenniiformes,Lamniformes,457
7446,Blenniiformes,Carcharhiniformes,457
7447,Blenniiformes,Hexanchiformes,457
7448,Blenniiformes,Squaliformes,457
7449,Blenniiformes,Echinorhiniformes,457
7450,Blenniiformes,Pristiophoriformes,457
7451,Blenniiformes,Squatiniformes,457
7452,Blenniiformes,Rajiformes,457
7453,Blenniiformes,Torpediniformes,457
7454,Blenniiformes,Rhinopristiformes,457
7455,Blenniiformes,Myliobatiformes,457
7456,Blenniiformes,Chimaeriformes,457
7457,Blenniiformes,Polypteriformes,378
7458,Blenniiformes,Acipenseriformes,349
7459,Blenniiformes,Amiiformes,297
7460,Blenniiformes,Lepisosteiformes,297
7461,Blenniiformes,Elopiformes,252
7462,Blenniiformes,Albuliformes,252
7463,Blenniiformes,Notacanthiformes,252
7464,Blenniiformes,Anguilliformes,252
7465,Blenniiformes,Saccopharyngiformes,252
7466,Blenniiformes,Hiodontiformes,223
7467,Blenniiformes,Osteoglossiformes,223
7468,Blenniiformes,Clupeiformes,223
7469,Blenniiformes,Alepocephaliformes,223
7470,Blenniiformes,Gonorynchiformes,223
7471,Blenniiformes,Cypriniformes,223
7472,Blenniiformes,Characiformes,223
7473,Blenniiformes,Gymnotiformes,223
7474,Blenniiformes,Siluriformes,223
7475,Blenniiformes,Lepidogalaxiiformes,209
7476,Blenniiformes,Esociformes,186
7477,Blenniiformes,Salmoniformes,186
7478,Blenniiformes,Argentiniformes,178
7479,Blenniiformes,Galaxiiformes,178
7480,Blenniiformes,Stomiiformes,178
7481,Blenniiformes,Osmeriformes,178
7482,Blenniiformes,Ateleopodiformes,159
7483,Blenniiformes,Aulopiformes,158
7484,Blenniiformes,Myctophiformes,148
7485,Blenniiformes,Polymixiiformes,143
7486,Blenniiformes,Percopsiformes,143
7487,Blenniiformes,Zeiformes,143
7488,Blenniiformes,Stylephoriformes,143
7489,Blenniiformes,Gadiformes,143
7490,Blenniiformes,Lampriformes,139
7491,Blenniiformes,Trachichthyiformes,130
7492,Blenniiformes,Beryciformes,130
7493,Blenniiformes,Holocentriformes,128
7494,Blenniiformes,Ophidiiformes,119
7495,Blenniiformes,Batrachoidiformes,114
7496,Blenniiformes,Kurtiformes,112
7497,Blenniiformes,Gobiiformes,112
7498,Blenniiformes,Scombriformes,106
7499,Blenniiformes,Syngnathiformes,106
7500,Blenniiformes,Dactylopteriformes,106
7501,Blenniiformes,Callionymiformes,106
7502,Blenniiformes,Mulliformes,106
7503,Blenniiformes,Synbranchiformes,100
7504,Blenniiformes,Anabantiformes,100
7505,Blenniiformes,Carangaria/misc,100
7506,Blenniiformes,Carangiformes,100
7507,Blenniiformes,Pleuronectiformes,100
7508,Blenniiformes,Mugiliformes,91
7509,Blenniiformes,Ovalentaria/misc,88
7510,Blenniiformes,Gobiesociformes,67
7511,Blenniiformes,Cichliformes,93
7512,Blenniiformes,Beloniformes,93
7513,Blenniiformes,Atheriniformes,93
7514,Blenniiformes,Cyprinodontiformes,93
7515,Blenniiformes,Perciformes/Percoidei,103
7516,Blenniiformes,Perciformes/Zoarcoidei,103
7517,Blenniiformes,Perciformes/Bembropoidei,103
7518,Blenniiformes,Perciformes/Percophoidei,103
7519,Blenniiformes,Perciformes/Notothenioidei,103
7520,Blenniiformes,Perciformes/Uranoscopoidei,103
7521,Blenniiformes,Perciformes/Serranoidei,103
7522,Blenniiformes,Perciformes/Scorpaenoidei,103
7523,Blenniiformes,Perciformes/Gasterosteoidei,103
7524,Blenniiformes,Perciformes/Cottoidei,103
7525,Blenniiformes,Acropomatiformes,103
7526,Blenniiformes,Centrarchiformes,103
7527,Blenniiformes,Eupercaria/misc,103
7528,Blenniiformes,Acanthuriformes,103
7529,Blenniiformes,Lophiiformes,103
7530,Blenniiformes,Tetraodontiformes,103
7531,Blenniiformes,Coelacanthiformes,439
7532,Blenniiformes,Ceratodontiformes,439
7533,Cichliformes,Myxiniformes,500
7534,Cichliformes,Petromyzontiformes,500
7535,Cichliformes,Heterodontiformes,457
7536,Cichliformes,Orectolobiformes,457
7537,Cichliformes,Lamniformes,457
7538,Cichliformes,Carcharhiniformes,457
7539,Cichliformes,Hexanchiformes,457
7540,Cichliformes,Squaliformes,457
7541,Cichliformes,Echinorhiniformes,457
7542,Cichliformes,Pristiophoriformes,457
7543,Cichliformes,Squatiniformes,457
7544,Cichliformes,Rajiformes,457
7545,Cichliformes,Torpediniformes,457
7546,Cichliformes,Rhinopristiformes,457
7547,Cichliformes,Myliobatiformes,457
7548,Cichliformes,Chimaeriformes,457
7549,Cichliformes,Polypteriformes,378
7550,Cichliformes,Acipenseriformes,349
7551,Cichliformes,Amiiformes,297
7552,Cichliformes,Lepisosteiformes,297
7553,Cichliformes,Elopiformes,252
7554,Cichliformes,Albuliformes,252
7555,Cichliformes,Notacanthiformes,252
7556,Cichliformes,Anguilliformes,252
7557,Cichliformes,Saccopharyngiformes,252
7558,Cichliformes,Hiodontiformes,223
7559,Cichliformes,Osteoglossiformes,223
7560,Cichliformes,Clupeiformes,223
7561,Cichliformes,Alepocephaliformes,223
7562,Cichliformes,Gonorynchiformes,223
7563,Cichliformes,Cypriniformes,223
7564,Cichliformes,Characiformes,223
7565,Cichliformes,Gymnotiformes,223
7566,Cichliformes,Siluriformes,223
7567,Cichliformes,Lepidogalaxiiformes,209
7568,Cichliformes,Esociformes,186
7569,Cichliformes,Salmoniformes,186
7570,Cichliformes,Argentiniformes,178
7571,Cichliformes,Galaxiiformes,178
7572,Cichliformes,Stomiiformes,178
7573,Cichliformes,Osmeriformes,178
7574,Cichliformes,Ateleopodiformes,159
7575,Cichliformes,Aulopiformes,158
7576,Cichliformes,Myctophiformes,148
7577,Cichliformes,Polymixiiformes,143
7578,Cichliformes,Percopsiformes,143
7579,Cichliformes,Zeiformes,143
7580,Cichliformes,Stylephoriformes,143
7581,Cichliformes,Gadiformes,143
7582,Cichliformes,Lampriformes,139
7583,Cichliformes,Trachichthyiformes,130
7584,Cichliformes,Beryciformes,130
7585,Cichliformes,Holocentriformes,128
7586,Cichliformes,Ophidiiformes,119
7587,Cichliformes,Batrachoidiformes,114
7588,Cichliformes,Kurtiformes,112
7589,Cichliformes,Gobiiformes,112
7590,Cichliformes,Scombriformes,106
7591,Cichliformes,Syngnathiformes,106
7592,Cichliformes,Dactylopteriformes,106
7593,Cichliformes,Callionymiformes,106
7594,Cichliformes,Mulliformes,106
7595,Cichliformes,Synbranchiformes,100
7596,Cichliformes,Anabantiformes,100
7597,Cichliformes,Carangaria/misc,100
7598,Cichliformes,Carangiformes,100
7599,Cichliformes,Pleuronectiformes,100
7600,Cichliformes,Mugiliformes,93
7601,Cichliformes,Ovalentaria/misc,93
7602,Cichliformes,Gobiesociformes,93
7603,Cichliformes,Blenniiformes,93
7604,Cichliformes,Beloniformes,91
7605,Cichliformes,Atheriniformes,91
7606,Cichliformes,Cyprinodontiformes,91
7607,Cichliformes,Perciformes/Percoidei,103
7608,Cichliformes,Perciformes/Zoarcoidei,103
7609,Cichliformes,Perciformes/Bembropoidei,103
7610,Cichliformes,Perciformes/Percophoidei,103
7611,Cichliformes,Perciformes/Notothenioidei,103
7612,Cichliformes,Perciformes/Uranoscopoidei,103
7613,Cichliformes,Perciformes/Serranoidei,103
7614,Cichliformes,Perciformes/Scorpaenoidei,103
7615,Cichliformes,Perciformes/Gasterosteoidei,103
7616,Cichliformes,Perciformes/Cottoidei,103
7617,Cichliformes,Acropomatiformes,103
7618,Cichliformes,Centrarchiformes,103
7619,Cichliformes,Eupercaria/misc,103
7620,Cichliformes,Acanthuriformes,103
7621,Cichliformes,Lophiiformes,103
7622,Cichliformes,Tetraodontiformes,103
7623,Cichliformes,Coelacanthiformes,439
7624,Cichliformes,Ceratodontiformes,439
7625,Beloniformes,Myxiniformes,500
7626,Beloniformes,Petromyzontiformes,500
7627,Beloniformes,Heterodontiformes,457
7628,Beloniformes,Orectolobiformes,457
7629,Beloniformes,Lamniformes,457
7630,Beloniformes,Carcharhiniformes,457
7631,Beloniformes,Hexanchiformes,457
7632,Beloniformes,Squaliformes,457
7633,Beloniformes,Echinorhiniformes,457
7634,Beloniformes,Pristiophoriformes,457
7635,Beloniformes,Squatiniformes,457
7636,Beloniformes,Rajiformes,457
7637,Beloniformes,Torpediniformes,457
7638,Beloniformes,Rhinopristiformes,457
7639,Beloniformes,Myliobatiformes,457
7640,Beloniformes,Chimaeriformes,457
7641,Beloniformes,Polypteriformes,378
7642,Beloniformes,Acipenseriformes,349
7643,Beloniformes,Amiiformes,297
7644,Beloniformes,Lepisosteiformes,297
7645,Beloniformes,Elopiformes,252
7646,Beloniformes,Albuliformes,252
7647,Beloniformes,Notacanthiformes,252
7648,Beloniformes,Anguilliformes,252
7649,Beloniformes,Saccopharyngiformes,252
7650,Beloniformes,Hiodontiformes,223
7651,Beloniformes,Osteoglossiformes,223
7652,Beloniformes,Clupeiformes,223
7653,Beloniformes,Alepocephaliformes,223
7654,Beloniformes,Gonorynchiformes,223
7655,Beloniformes,Cypriniformes,223
7656,Beloniformes,Characiformes,223
7657,Beloniformes,Gymnotiformes,223
7658,Beloniformes,Siluriformes,223
7659,Beloniformes,Lepidogalaxiiformes,209
7660,Beloniformes,Esociformes,186
7661,Beloniformes,Salmoniformes,186
7662,Beloniformes,Argentiniformes,178
7663,Beloniformes,Galaxiiformes,178
7664,Beloniformes,Stomiiformes,178
7665,Beloniformes,Osmeriformes,178
7666,Beloniformes,Ateleopodiformes,159
7667,Beloniformes,Aulopiformes,158
7668,Beloniformes,Myctophiformes,148
7669,Beloniformes,Polymixiiformes,143
7670,Beloniformes,Percopsiformes,143
7671,Beloniformes,Zeiformes,143
7672,Beloniformes,Stylephoriformes,143
7673,Beloniformes,Gadiformes,143
7674,Beloniformes,Lampriformes,139
7675,Beloniformes,Trachichthyiformes,130
7676,Beloniformes,Beryciformes,130
7677,Beloniformes,Holocentriformes,128
7678,Beloniformes,Ophidiiformes,119
7679,Beloniformes,Batrachoidiformes,114
7680,Beloniformes,Kurtiformes,112
7681,Beloniformes,Gobiiformes,112
7682,Beloniformes,Scombriformes,106
7683,Beloniformes,Syngnathiformes,106
7684,Beloniformes,Dactylopteriformes,106
7685,Beloniformes,Callionymiformes,106
7686,Beloniformes,Mulliformes,106
7687,Beloniformes,Synbranchiformes,100
7688,Beloniformes,Anabantiformes,100
7689,Beloniformes,Carangaria/misc,100
7690,Beloniformes,Carangiformes,100
7691,Beloniformes,Pleuronectiformes,100
7692,Beloniformes,Mugiliformes,93
7693,Beloniformes,Ovalentaria/misc,93
7694,Beloniformes,Gobiesociformes,93
7695,Beloniformes,Blenniiformes,93
7696,Beloniformes,Cichliformes,91
7697,Beloniformes,Atheriniformes,84
7698,Beloniformes,Cyprinodontiformes,84
7699,Beloniformes,Perciformes/Percoidei,103
7700,Beloniformes,Perciformes/Zoarcoidei,103
7701,Beloniformes,Perciformes/Bembropoidei,103
7702,Beloniformes,Perciformes/Percophoidei,103
7703,Beloniformes,Perciformes/Notothenioidei,103
7704,Beloniformes,Perciformes/Uranoscopoidei,103
7705,Beloniformes,Perciformes/Serranoidei,103
7706,Beloniformes,Perciformes/Scorpaenoidei,103
7707,Beloniformes,Perciformes/Gasterosteoidei,103
7708,Beloniformes,Perciformes/Cottoidei,103
7709,Beloniformes,Acropomatiformes,103
7710,Beloniformes,Centrarchiformes,103
7711,Beloniformes,Eupercaria/misc,103
7712,Beloniformes,Acanthuriformes,103
7713,Beloniformes,Lophiiformes,103
7714,Beloniformes,Tetraodontiformes,103
7715,Beloniformes,Coelacanthiformes,439
7716,Beloniformes,Ceratodontiformes,439
7717,Atheriniformes,Myxiniformes,500
7718,Atheriniformes,Petromyzontiformes,500
7719,Atheriniformes,Heterodontiformes,457
7720,Atheriniformes,Orectolobiformes,457
7721,Atheriniformes,Lamniformes,457
7722,Atheriniformes,Carcharhiniformes,457
7723,Atheriniformes,Hexanchiformes,457
7724,Atheriniformes,Squaliformes,457
7725,Atheriniformes,Echinorhiniformes,457
7726,Atheriniformes,Pristiophoriformes,457
7727,Atheriniformes,Squatiniformes,457
7728,Atheriniformes,Rajiformes,457
7729,Atheriniformes,Torpediniformes,457
7730,Atheriniformes,Rhinopristiformes,457
7731,Atheriniformes,Myliobatiformes,457
7732,Atheriniformes,Chimaeriformes,457
7733,Atheriniformes,Polypteriformes,378
7734,Atheriniformes,Acipenseriformes,349
7735,Atheriniformes,Amiiformes,297
7736,Atheriniformes,Lepisosteiformes,297
7737,Atheriniformes,Elopiformes,252
7738,Atheriniformes,Albuliformes,252
7739,Atheriniformes,Notacanthiformes,252
7740,Atheriniformes,Anguilliformes,252
7741,Atheriniformes,Saccopharyngiformes,252
7742,Atheriniformes,Hiodontiformes,223
7743,Atheriniformes,Osteoglossiformes,223
7744,Atheriniformes,Clupeiformes,223
7745,Atheriniformes,Alepocephaliformes,223
7746,Atheriniformes,Gonorynchiformes,223
7747,Atheriniformes,Cypriniformes,223
7748,Atheriniformes,Characiformes,223
7749,Atheriniformes,Gymnotiformes,223
7750,Atheriniformes,Siluriformes,223
7751,Atheriniformes,Lepidogalaxiiformes,209
7752,Atheriniformes,Esociformes,186
7753,Atheriniformes,Salmoniformes,186
7754,Atheriniformes,Argentiniformes,178
7755,Atheriniformes,Galaxiiformes,178
7756,Atheriniformes,Stomiiformes,178
7757,Atheriniformes,Osmeriformes,178
7758,Atheriniformes,Ateleopodiformes,159
7759,Atheriniformes,Aulopiformes,158
7760,Atheriniformes,Myctophiformes,148
7761,Atheriniformes,Polymixiiformes,143
7762,Atheriniformes,Percopsiformes,143
7763,Atheriniformes,Zeiformes,143
7764,Atheriniformes,Stylephoriformes,143
7765,Atheriniformes,Gadiformes,143
7766,Atheriniformes,Lampriformes,139
7767,Atheriniformes,Trachichthyiformes,130
7768,Atheriniformes,Beryciformes,130
7769,Atheriniformes,Holocentriformes,128
7770,Atheriniformes,Ophidiiformes,119
7771,Atheriniformes,Batrachoidiformes,114
7772,Atheriniformes,Kurtiformes,112
7773,Atheriniformes,Gobiiformes,112
7774,Atheriniformes,Scombriformes,106
7775,Atheriniformes,Syngnathiformes,106
7776,Atheriniformes,Dactylopteriformes,106
7777,Atheriniformes,Callionymiformes,106
7778,Atheriniformes,Mulliformes,106
7779,Atheriniformes,Synbranchiformes,100
7780,Atheriniformes,Anabantiformes,100
7781,Atheriniformes,Carangaria/misc,100
7782,Atheriniformes,Carangiformes,100
7783,Atheriniformes,Pleuronectiformes,100
7784,Atheriniformes,Mugiliformes,93
7785,Atheriniformes,Ovalentaria/misc,93
7786,Atheriniformes,Gobiesociformes,93
7787,Atheriniformes,Blenniiformes,93
7788,Atheriniformes,Cichliformes,91
7789,Atheriniformes,Beloniformes,84
7790,Atheriniformes,Cyprinodontiformes,83
7791,Atheriniformes,Perciformes/Percoidei,103
7792,Atheriniformes,Perciformes/Zoarcoidei,103
7793,Atheriniformes,Perciformes/Bembropoidei,103
7794,Atheriniformes,Perciformes/Percophoidei,103
7795,Atheriniformes,Perciformes/Notothenioidei,103
7796,Atheriniformes,Perciformes/Uranoscopoidei,103
7797,Atheriniformes,Perciformes/Serranoidei,103
7798,Atheriniformes,Perciformes/Scorpaenoidei,103
7799,Atheriniformes,Perciformes/Gasterosteoidei,103
7800,Atheriniformes,Perciformes/Cottoidei,103
7801,Atheriniformes,Acropomatiformes,103
7802,Atheriniformes,Centrarchiformes,103
7803,Atheriniformes,Eupercaria/misc,103
7804,Atheriniformes,Acanthuriformes,103
7805,Atheriniformes,Lophiiformes,103
7806,Atheriniformes,Tetraodontiformes,103
7807,Atheriniformes,Coelacanthiformes,439
7808,Atheriniformes,Ceratodontiformes,439
7809,Cyprinodontiformes,Myxiniformes,500
7810,Cyprinodontiformes,Petromyzontiformes,500
7811,Cyprinodontiformes,Heterodontiformes,457
7812,Cyprinodontiformes,Orectolobiformes,457
7813,Cyprinodontiformes,Lamniformes,457
7814,Cyprinodontiformes,Carcharhiniformes,457
7815,Cyprinodontiformes,Hexanchiformes,457
7816,Cyprinodontiformes,Squaliformes,457
7817,Cyprinodontiformes,Echinorhiniformes,457
7818,Cyprinodontiformes,Pristiophoriformes,457
7819,Cyprinodontiformes,Squatiniformes,457
7820,Cyprinodontiformes,Rajiformes,457
7821,Cyprinodontiformes,Torpediniformes,457
7822,Cyprinodontiformes,Rhinopristiformes,457
7823,Cyprinodontiformes,Myliobatiformes,457
7824,Cyprinodontiformes,Chimaeriformes,457
7825,Cyprinodontiformes,Polypteriformes,378
7826,Cyprinodontiformes,Acipenseriformes,349
7827,Cyprinodontiformes,Amiiformes,297
7828,Cyprinodontiformes,Lepisosteiformes,297
7829,Cyprinodontiformes,Elopiformes,252
7830,Cyprinodontiformes,Albuliformes,252
7831,Cyprinodontiformes,Notacanthiformes,252
7832,Cyprinodontiformes,Anguilliformes,252
7833,Cyprinodontiformes,Saccopharyngiformes,252
7834,Cyprinodontiformes,Hiodontiformes,223
7835,Cyprinodontiformes,Osteoglossiformes,223
7836,Cyprinodontiformes,Clupeiformes,223
7837,Cyprinodontiformes,Alepocephaliformes,223
7838,Cyprinodontiformes,Gonorynchiformes,223
7839,Cyprinodontiformes,Cypriniformes,223
7840,Cyprinodontiformes,Characiformes,223
7841,Cyprinodontiformes,Gymnotiformes,223
7842,Cyprinodontiformes,Siluriformes,223
7843,Cyprinodontiformes,Lepidogalaxiiformes,209
7844,Cyprinodontiformes,Esociformes,186
7845,Cyprinodontiformes,Salmoniformes,186
7846,Cyprinodontiformes,Argentiniformes,178
7847,Cyprinodontiformes,Galaxiiformes,178
7848,Cyprinodontiformes,Stomiiformes,178
7849,Cyprinodontiformes,Osmeriformes,178
7850,Cyprinodontiformes,Ateleopodiformes,159
7851,Cyprinodontiformes,Aulopiformes,158
7852,Cyprinodontiformes,Myctophiformes,148
7853,Cyprinodontiformes,Polymixiiformes,143
7854,Cyprinodontiformes,Percopsiformes,143
7855,Cyprinodontiformes,Zeiformes,143
7856,Cyprinodontiformes,Stylephoriformes,143
7857,Cyprinodontiformes,Gadiformes,143
7858,Cyprinodontiformes,Lampriformes,139
7859,Cyprinodontiformes,Trachichthyiformes,130
7860,Cyprinodontiformes,Beryciformes,130
7861,Cyprinodontiformes,Holocentriformes,128
7862,Cyprinodontiformes,Ophidiiformes,119
7863,Cyprinodontiformes,Batrachoidiformes,114
7864,Cyprinodontiformes,Kurtiformes,112
7865,Cyprinodontiformes,Gobiiformes,112
7866,Cyprinodontiformes,Scombriformes,106
7867,Cyprinodontiformes,Syngnathiformes,106
7868,Cyprinodontiformes,Dactylopteriformes,106
7869,Cyprinodontiformes,Callionymiformes,106
7870,Cyprinodontiformes,Mulliformes,106
7871,Cyprinodontiformes,Synbranchiformes,100
7872,Cyprinodontiformes,Anabantiformes,100
7873,Cyprinodontiformes,Carangaria/misc,100
7874,Cyprinodontiformes,Carangiformes,100
7875,Cyprinodontiformes,Pleuronectiformes,100
7876,Cyprinodontiformes,Mugiliformes,93
7877,Cyprinodontiformes,Ovalentaria/misc,93
7878,Cyprinodontiformes,Gobiesociformes,93
7879,Cyprinodontiformes,Blenniiformes,93
7880,Cyprinodontiformes,Cichliformes,91
7881,Cyprinodontiformes,Beloniformes,84
7882,Cyprinodontiformes,Atheriniformes,83
7883,Cyprinodontiformes,Perciformes/Percoidei,103
7884,Cyprinodontiformes,Perciformes/Zoarcoidei,103
7885,Cyprinodontiformes,Perciformes/Bembropoidei,103
7886,Cyprinodontiformes,Perciformes/Percophoidei,103
7887,Cyprinodontiformes,Perciformes/Notothenioidei,103
7888,Cyprinodontiformes,Perciformes/Uranoscopoidei,103
7889,Cyprinodontiformes,Perciformes/Serranoidei,103
7890,Cyprinodontiformes,Perciformes/Scorpaenoidei,103
7891,Cyprinodontiformes,Perciformes/Gasterosteoidei,103
7892,Cyprinodontiformes,Perciformes/Cottoidei,103
7893,Cyprinodontiformes,Acropomatiformes,103
7894,Cyprinodontiformes,Centrarchiformes,103
7895,Cyprinodontiformes,Eupercaria/misc,103
7896,Cyprinodontiformes,Acanthuriformes,103
7897,Cyprinodontiformes,Lophiiformes,103
7898,Cyprinodontiformes,Tetraodontiformes,103
7899,Cyprinodontiformes,Coelacanthiformes,439
7900,Cyprinodontiformes,Ceratodontiformes,439
7901,Perciformes/Percoidei,Myxiniformes,500
7902,Perciformes/Percoidei,Petromyzontiformes,500
7903,Perciformes/Percoidei,Heterodontiformes,457
7904,Perciformes/Percoidei,Orectolobiformes,457
7905,Perciformes/Percoidei,Lamniformes,457
7906,Perciformes/Percoidei,Carcharhiniformes,457
7907,Perciformes/Percoidei,Hexanchiformes,457
7908,Perciformes/Percoidei,Squaliformes,457
7909,Perciformes/Percoidei,Echinorhiniformes,457
7910,Perciformes/Percoidei,Pristiophoriformes,457
7911,Perciformes/Percoidei,Squatiniformes,457
7912,Perciformes/Percoidei,Rajiformes,457
7913,Perciformes/Percoidei,Torpediniformes,457
7914,Perciformes/Percoidei,Rhinopristiformes,457
7915,Perciformes/Percoidei,Myliobatiformes,457
7916,Perciformes/Percoidei,Chimaeriformes,457
7917,Perciformes/Percoidei,Polypteriformes,378
7918,Perciformes/Percoidei,Acipenseriformes,349
7919,Perciformes/Percoidei,Amiiformes,297
7920,Perciformes/Percoidei,Lepisosteiformes,297
7921,Perciformes/Percoidei,Elopiformes,252
7922,Perciformes/Percoidei,Albuliformes,252
7923,Perciformes/Percoidei,Notacanthiformes,252
7924,Perciformes/Percoidei,Anguilliformes,252
7925,Perciformes/Percoidei,Saccopharyngiformes,252
7926,Perciformes/Percoidei,Hiodontiformes,223
7927,Perciformes/Percoidei,Osteoglossiformes,223
7928,Perciformes/Percoidei,Clupeiformes,223
7929,Perciformes/Percoidei,Alepocephaliformes,223
7930,Perciformes/Percoidei,Gonorynchiformes,223
7931,Perciformes/Percoidei,Cypriniformes,223
7932,Perciformes/Percoidei,Characiformes,223
7933,Perciformes/Percoidei,Gymnotiformes,223
7934,Perciformes/Percoidei,Siluriformes,223
7935,Perciformes/Percoidei,Lepidogalaxiiformes,209
7936,Perciformes/Percoidei,Esociformes,186
7937,Perciformes/Percoidei,Salmoniformes,186
7938,Perciformes/Percoidei,Argentiniformes,178
7939,Perciformes/Percoidei,Galaxiiformes,178
7940,Perciformes/Percoidei,Stomiiformes,178
7941,Perciformes/Percoidei,Osmeriformes,178
7942,Perciformes/Percoidei,Ateleopodiformes,159
7943,Perciformes/Percoidei,Aulopiformes,158
7944,Perciformes/Percoidei,Myctophiformes,148
7945,Perciformes/Percoidei,Polymixiiformes,143
7946,Perciformes/Percoidei,Percopsiformes,143
7947,Perciformes/Percoidei,Zeiformes,143
7948,Perciformes/Percoidei,Stylephoriformes,143
7949,Perciformes/Percoidei,Gadiformes,143
7950,Perciformes/Percoidei,Lampriformes,139
7951,Perciformes/Percoidei,Trachichthyiformes,130
7952,Perciformes/Percoidei,Beryciformes,130
7953,Perciformes/Percoidei,Holocentriformes,128
7954,Perciformes/Percoidei,Ophidiiformes,119
7955,Perciformes/Percoidei,Batrachoidiformes,114
7956,Perciformes/Percoidei,Kurtiformes,112
7957,Perciformes/Percoidei,Gobiiformes,112
7958,Perciformes/Percoidei,Scombriformes,106
7959,Perciformes/Percoidei,Syngnathiformes,106
7960,Perciformes/Percoidei,Dactylopteriformes,106
7961,Perciformes/Percoidei,Callionymiformes,106
7962,Perciformes/Percoidei,Mulliformes,106
7963,Perciformes/Percoidei,Synbranchiformes,103
7964,Perciformes/Percoidei,Anabantiformes,103
7965,Perciformes/Percoidei,Carangaria/misc,103
7966,Perciformes/Percoidei,Carangiformes,103
7967,Perciformes/Percoidei,Pleuronectiformes,103
7968,Perciformes/Percoidei,Mugiliformes,103
7969,Perciformes/Percoidei,Ovalentaria/misc,103
7970,Perciformes/Percoidei,Gobiesociformes,103
7971,Perciformes/Percoidei,Blenniiformes,103
7972,Perciformes/Percoidei,Cichliformes,103
7973,Perciformes/Percoidei,Beloniformes,103
7974,Perciformes/Percoidei,Atheriniformes,103
7975,Perciformes/Percoidei,Cyprinodontiformes,103
7976,Perciformes/Percoidei,Perciformes/Zoarcoidei,81
7977,Perciformes/Percoidei,Perciformes/Bembropoidei,81
7978,Perciformes/Percoidei,Perciformes/Percophoidei,81
7979,Perciformes/Percoidei,Perciformes/Notothenioidei,81
7980,Perciformes/Percoidei,Perciformes/Uranoscopoidei,81
7981,Perciformes/Percoidei,Perciformes/Serranoidei,81
7982,Perciformes/Percoidei,Perciformes/Scorpaenoidei,81
7983,Perciformes/Percoidei,Perciformes/Gasterosteoidei,81
7984,Perciformes/Percoidei,Perciformes/Cottoidei,81
7985,Perciformes/Percoidei,Acropomatiformes,94
7986,Perciformes/Percoidei,Centrarchiformes,94
7987,Perciformes/Percoidei,Eupercaria/misc,94
7988,Perciformes/Percoidei,Acanthuriformes,94
7989,Perciformes/Percoidei,Lophiiformes,94
7990,Perciformes/Percoidei,Tetraodontiformes,94
7991,Perciformes/Percoidei,Coelacanthiformes,439
7992,Perciformes/Percoidei,Ceratodontiformes,439
7993,Perciformes/Zoarcoidei,Myxiniformes,500
7994,Perciformes/Zoarcoidei,Petromyzontiformes,500
7995,Perciformes/Zoarcoidei,Heterodontiformes,457
7996,Perciformes/Zoarcoidei,Orectolobiformes,457
7997,Perciformes/Zoarcoidei,Lamniformes,457
7998,Perciformes/Zoarcoidei,Carcharhiniformes,457
7999,Perciformes/Zoarcoidei,Hexanchiformes,457
8000,Perciformes/Zoarcoidei,Squaliformes,457
8001,Perciformes/Zoarcoidei,Echinorhiniformes,457
8002,Perciformes/Zoarcoidei,Pristiophoriformes,457
8003,Perciformes/Zoarcoidei,Squatiniformes,457
8004,Perciformes/Zoarcoidei,Rajiformes,457
8005,Perciformes/Zoarcoidei,Torpediniformes,457
8006,Perciformes/Zoarcoidei,Rhinopristiformes,457
8007,Perciformes/Zoarcoidei,Myliobatiformes,457
8008,Perciformes/Zoarcoidei,Chimaeriformes,457
8009,Perciformes/Zoarcoidei,Polypteriformes,378
8010,Perciformes/Zoarcoidei,Acipenseriformes,349
8011,Perciformes/Zoarcoidei,Amiiformes,297
8012,Perciformes/Zoarcoidei,Lepisosteiformes,297
8013,Perciformes/Zoarcoidei,Elopiformes,252
8014,Perciformes/Zoarcoidei,Albuliformes,252
